timestamp,animal_id,species,forest,latitude,longitude,location_status,heart_rate,temperature,motion_detected,motion_type,episode_start_time,episode_end_time,behavior_duration_hours
01-01-2024 09:03,A001,Elephant,Yellowstone,-1.938146784,30.04488106,Distorted,84,37.09,Yes,Grazing,01-01-2024 09:03,01-01-2024 10:50,1.78
01-01-2024 09:07,A001,Elephant,Amazon,-1.958866816,30.04231527,OK,83,38.53,No,Stationary,01-01-2024 09:07,01-01-2024 09:34,0.45
01-01-2024 09:08,A001,Elephant,Yellowstone,-1.93857584,30.04457249,Distorted,83,36.68,Yes,Grazing,01-01-2024 09:08,01-01-2024 10:38,1.5
01-01-2024 09:12,A001,Elephant,Amazon,-1.959232102,30.04264504,OK,86,38.49,No,Stationary,01-01-2024 09:12,01-01-2024 10:05,0.88
01-01-2024 09:13,A001,Elephant,Yellowstone,-1.938338759,30.04486983,Distorted,85,36.98,Yes,Grazing,01-01-2024 09:13,01-01-2024 09:59,0.77
01-01-2024 09:17,A001,Elephant,Amazon,-1.95899799,30.04269415,OK,86,38.39,No,Stationary,01-01-2024 09:17,01-01-2024 09:50,0.55
01-01-2024 09:18,A001,Elephant,Yellowstone,-1.938220883,30.0445758,Distorted,87,36.86,Yes,Grazing,01-01-2024 09:18,01-01-2024 10:24,1.1
01-01-2024 09:22,A001,Elephant,Amazon,-1.959081557,30.04273995,OK,86,38.6,No,Stationary,01-01-2024 09:22,01-01-2024 10:29,1.12
01-01-2024 09:23,A001,Elephant,Yellowstone,-1.938057467,30.04459513,Distorted,84,36.84,Yes,Grazing,01-01-2024 09:23,01-01-2024 11:08,1.75
01-01-2024 09:27,A001,Elephant,Amazon,-1.958849303,30.04253787,OK,88,38.76,No,Stationary,01-01-2024 09:27,01-01-2024 10:07,0.67
01-01-2024 09:32,A001,Elephant,Amazon,-1.959091253,30.04268523,OK,88,38.38,No,Stationary,01-01-2024 09:32,01-01-2024 11:07,1.58
01-01-2024 09:37,A001,Elephant,Amazon,-1.959082268,30.04269783,OK,88,38.21,No,Stationary,01-01-2024 09:37,01-01-2024 11:21,1.73
01-01-2024 09:42,A001,Elephant,Amazon,-1.95893635,30.04260059,OK,87,38.29,No,Stationary,01-01-2024 09:42,01-01-2024 10:33,0.85
01-01-2024 09:47,A001,Elephant,Amazon,-1.958869592,30.04233452,OK,85,38.67,No,Stationary,01-01-2024 09:47,01-01-2024 11:18,1.52
01-01-2024 09:52,A001,Elephant,Amazon,-1.959345905,30.04268821,OK,83,38.68,No,Stationary,01-01-2024 09:52,01-01-2024 11:45,1.88
01-01-2024 09:57,A001,Elephant,Amazon,-1.958949294,30.04254326,OK,86,38.69,No,Stationary,01-01-2024 09:57,01-01-2024 10:53,0.93
01-01-2024 10:02,A001,Elephant,Amazon,-1.958987207,30.04235165,OK,86,38.51,No,Stationary,01-01-2024 10:02,01-01-2024 11:34,1.53
01-01-2024 10:07,A001,Elephant,Amazon,-1.959023499,30.04277888,OK,88,38.39,No,Stationary,01-01-2024 10:07,01-01-2024 11:17,1.17
01-01-2024 10:12,A001,Elephant,Amazon,-1.958911431,30.04238517,OK,85,38.38,No,Stationary,01-01-2024 10:12,01-01-2024 10:39,0.45
01-01-2024 10:17,A001,Elephant,Amazon,-1.95913846,30.04234901,OK,83,38.66,No,Stationary,01-01-2024 10:17,01-01-2024 10:44,0.45
01-01-2024 10:22,A001,Elephant,Amazon,-1.959007432,30.04234243,OK,83,38.55,No,Stationary,01-01-2024 10:22,01-01-2024 10:44,0.37
01-01-2024 10:27,A001,Elephant,Amazon,-1.95928532,30.04247699,OK,84,38.59,No,Stationary,01-01-2024 10:27,01-01-2024 11:08,0.68
01-01-2024 18:12,A001,Elephant,Daintree,-1.947101,30.02858,OK,104,37.8,No,Stationary,01-01-2024 08:47,01-01-2024 18:12,9.42
01-01-2024 18:17,A001,Elephant,Daintree,-1.946851623,30.02872307,OK,104,37.8,No,Stationary,01-01-2024 18:17,01-01-2024 18:23,0.1
01-01-2024 18:22,A001,Elephant,Daintree,-1.947245785,30.0287197,OK,104,37.89,No,Stationary,01-01-2024 18:22,01-01-2024 19:43,1.35
01-01-2024 18:27,A001,Elephant,Daintree,-1.947312932,30.02828198,OK,103,37.54,No,Stationary,01-01-2024 18:27,01-01-2024 18:45,0.3
01-01-2024 18:32,A001,Elephant,Daintree,-1.946810403,30.02868177,OK,107,37.92,No,Stationary,01-01-2024 18:32,01-01-2024 19:55,1.38
01-01-2024 18:37,A001,Elephant,Daintree,-1.947023104,30.02886987,OK,101,38.08,No,Stationary,01-01-2024 18:37,01-01-2024 19:24,0.78
01-01-2024 18:42,A001,Elephant,Daintree,-1.94730513,30.02878959,OK,103,37.76,No,Stationary,01-01-2024 18:42,01-01-2024 19:41,0.98
01-01-2024 18:47,A001,Elephant,Daintree,-1.946827467,30.02853741,OK,106,37.77,No,Stationary,01-01-2024 18:47,01-01-2024 20:44,1.95
01-01-2024 18:52,A001,Elephant,Daintree,-1.947228285,30.02882975,OK,107,37.75,No,Stationary,01-01-2024 18:52,01-01-2024 20:30,1.63
01-01-2024 18:57,A001,Elephant,Daintree,-1.946880596,30.02865396,OK,102,37.8,No,Stationary,01-01-2024 18:57,01-01-2024 20:05,1.13
01-01-2024 19:02,A001,Elephant,Daintree,-1.946920793,30.02855439,OK,102,37.98,No,Stationary,01-01-2024 19:02,01-01-2024 20:50,1.8
01-01-2024 19:07,A001,Elephant,Daintree,-1.947255781,30.02886686,OK,102,37.54,No,Stationary,01-01-2024 19:07,01-01-2024 19:44,0.62
01-01-2024 19:12,A001,Elephant,Daintree,-1.946946787,30.02879972,OK,103,38.01,No,Stationary,01-01-2024 19:12,01-01-2024 20:56,1.73
01-01-2024 19:17,A001,Elephant,Daintree,-1.947392329,30.02877149,OK,101,37.53,No,Stationary,01-01-2024 19:17,01-01-2024 20:53,1.6
01-01-2024 19:22,A001,Elephant,Daintree,-1.946987827,30.02884952,OK,107,37.59,No,Stationary,01-01-2024 19:22,01-01-2024 21:09,1.78
01-01-2024 19:27,A001,Elephant,Daintree,-1.946997015,30.02886636,OK,101,37.65,No,Stationary,01-01-2024 19:27,01-01-2024 20:06,0.65
01-01-2024 19:32,A001,Elephant,Daintree,-1.947244183,30.02856412,OK,106,37.82,No,Stationary,01-01-2024 19:32,01-01-2024 20:35,1.05
01-01-2024 19:37,A001,Elephant,Daintree,-1.947223181,30.02884228,OK,102,37.6,No,Stationary,01-01-2024 19:37,01-01-2024 21:04,1.45
01-01-2024 19:42,A001,Elephant,Daintree,-1.947256898,30.0287131,OK,106,37.65,No,Stationary,01-01-2024 19:42,01-01-2024 20:03,0.35
01-01-2024 19:47,A001,Elephant,Daintree,-1.946825906,30.02861309,OK,104,38.09,No,Stationary,01-01-2024 19:47,01-01-2024 20:06,0.32
01-01-2024 19:52,A001,Elephant,Daintree,-1.947282341,30.02880854,OK,104,37.98,No,Stationary,01-01-2024 19:52,01-01-2024 21:21,1.48
03-01-2024 00:57,A001,Elephant,Congo Basin,-1.948186,30.050481,Distorted,49,39.5,No,Stationary,01-01-2024 08:47,03-01-2024 00:57,40.17
03-01-2024 01:02,A001,Elephant,Congo Basin,-1.948377387,30.05058603,Distorted,49,39.68,No,Stationary,03-01-2024 01:02,03-01-2024 01:29,0.45
03-01-2024 01:07,A001,Elephant,Congo Basin,-1.947908794,30.05062965,Distorted,47,39.62,No,Stationary,03-01-2024 01:07,03-01-2024 02:34,1.45
03-01-2024 01:12,A001,Elephant,Congo Basin,-1.948060057,30.05065178,Distorted,50,39.48,No,Stationary,03-01-2024 01:12,03-01-2024 01:26,0.23
03-01-2024 01:12,A001,Elephant,Congo Basin,-1.950851,30.047739,OK,86,35.8,Yes,Running,03-01-2024 01:12,03-01-2024 01:12,1.693679941
03-01-2024 01:17,A001,Elephant,Congo Basin,-1.948402754,30.05019122,Distorted,49,39.42,No,Stationary,03-01-2024 01:17,03-01-2024 01:58,0.68
03-01-2024 01:17,A001,Elephant,Congo Basin,-1.951117866,30.04746075,OK,85,35.67,Yes,Running,03-01-2024 01:17,03-01-2024 02:49,1.53
03-01-2024 01:22,A001,Elephant,Congo Basin,-1.948295349,30.05063736,Distorted,48,39.23,No,Stationary,03-01-2024 01:22,03-01-2024 02:47,1.42
03-01-2024 01:22,A001,Elephant,Congo Basin,-1.950763552,30.04786433,OK,85,35.5,Yes,Running,03-01-2024 01:22,03-01-2024 02:36,1.23
03-01-2024 01:27,A001,Elephant,Congo Basin,-1.947926946,30.05028461,Distorted,52,39.4,No,Stationary,03-01-2024 01:27,03-01-2024 03:14,1.78
03-01-2024 01:27,A001,Elephant,Congo Basin,-1.950654343,30.0474414,OK,89,35.61,Yes,Running,03-01-2024 01:27,03-01-2024 02:41,1.23
03-01-2024 01:32,A001,Elephant,Congo Basin,-1.947951876,30.05049088,Distorted,52,39.32,No,Stationary,03-01-2024 01:32,03-01-2024 03:06,1.57
03-01-2024 01:32,A001,Elephant,Congo Basin,-1.950611447,30.04745383,OK,83,35.99,Yes,Running,03-01-2024 01:32,03-01-2024 02:05,0.55
03-01-2024 01:37,A001,Elephant,Congo Basin,-1.948026393,30.05062318,Distorted,47,39.3,No,Stationary,03-01-2024 01:37,03-01-2024 02:55,1.3
03-01-2024 01:37,A001,Elephant,Congo Basin,-1.951122933,30.04774803,OK,89,36.09,Yes,Running,03-01-2024 01:37,03-01-2024 03:02,1.42
03-01-2024 01:42,A001,Elephant,Congo Basin,-1.948129645,30.05050981,Distorted,49,39.7,No,Stationary,03-01-2024 01:42,03-01-2024 02:26,0.73
03-01-2024 01:42,A001,Elephant,Congo Basin,-1.950901079,30.0475231,OK,89,35.78,Yes,Running,03-01-2024 01:42,03-01-2024 03:16,1.57
03-01-2024 01:47,A001,Elephant,Congo Basin,-1.951109056,30.04796494,OK,87,35.98,Yes,Running,03-01-2024 01:47,03-01-2024 03:38,1.85
03-01-2024 01:47,A001,Elephant,Congo Basin,-1.948118133,30.05043791,Distorted,51,39.44,No,Stationary,03-01-2024 01:47,03-01-2024 03:42,1.92
03-01-2024 01:52,A001,Elephant,Congo Basin,-1.950698884,30.04758286,OK,89,35.72,Yes,Running,03-01-2024 01:52,03-01-2024 02:29,0.62
03-01-2024 01:52,A001,Elephant,Congo Basin,-1.948165065,30.0506229,Distorted,47,39.78,No,Stationary,03-01-2024 01:52,03-01-2024 02:52,1
03-01-2024 01:57,A001,Elephant,Congo Basin,-1.947931472,30.05075876,Distorted,48,39.64,No,Stationary,03-01-2024 01:57,03-01-2024 02:50,0.88
03-01-2024 01:57,A001,Elephant,Congo Basin,-1.950817092,30.04781831,OK,85,35.95,Yes,Running,03-01-2024 01:57,03-01-2024 02:17,0.33
03-01-2024 02:02,A001,Elephant,Congo Basin,-1.950756137,30.04773845,OK,83,35.58,Yes,Running,03-01-2024 02:02,03-01-2024 02:57,0.92
03-01-2024 02:02,A001,Elephant,Congo Basin,-1.948303715,30.05040373,Distorted,48,39.56,No,Stationary,03-01-2024 02:02,03-01-2024 03:00,0.97
03-01-2024 02:07,A001,Elephant,Congo Basin,-1.950565158,30.04755422,OK,84,36.06,Yes,Running,03-01-2024 02:07,03-01-2024 02:21,0.23
03-01-2024 02:07,A001,Elephant,Congo Basin,-1.948015075,30.05029028,Distorted,50,39.65,No,Stationary,03-01-2024 02:07,03-01-2024 02:24,0.28
03-01-2024 02:12,A001,Elephant,Congo Basin,-1.948372607,30.05027447,Distorted,48,39.52,No,Stationary,03-01-2024 02:12,03-01-2024 02:50,0.63
03-01-2024 02:12,A001,Elephant,Congo Basin,-1.950757879,30.04778682,OK,89,35.58,Yes,Running,03-01-2024 02:12,03-01-2024 02:58,0.77
03-01-2024 02:17,A001,Elephant,Congo Basin,-1.950676603,30.0476446,OK,87,35.7,Yes,Running,03-01-2024 02:17,03-01-2024 02:29,0.2
03-01-2024 02:17,A001,Elephant,Congo Basin,-1.948072486,30.05027285,Distorted,50,39.43,No,Stationary,03-01-2024 02:17,03-01-2024 03:26,1.15
03-01-2024 02:22,A001,Elephant,Congo Basin,-1.950796985,30.04787167,OK,88,35.51,Yes,Running,03-01-2024 02:22,03-01-2024 04:11,1.82
03-01-2024 02:22,A001,Elephant,Congo Basin,-1.947979613,30.05044874,Distorted,49,39.65,No,Stationary,03-01-2024 02:22,03-01-2024 03:48,1.43
03-01-2024 02:27,A001,Elephant,Congo Basin,-1.948281539,30.05063254,Distorted,47,39.65,No,Stationary,03-01-2024 02:27,03-01-2024 02:50,0.38
03-01-2024 02:27,A001,Elephant,Congo Basin,-1.950878473,30.04800332,OK,88,35.91,Yes,Running,03-01-2024 02:27,03-01-2024 02:47,0.33
03-01-2024 02:32,A001,Elephant,Congo Basin,-1.948281822,30.05038558,Distorted,46,39.3,No,Stationary,03-01-2024 02:32,03-01-2024 03:42,1.17
03-01-2024 02:32,A001,Elephant,Congo Basin,-1.950915333,30.0476791,OK,83,35.85,Yes,Running,03-01-2024 02:32,03-01-2024 04:11,1.65
03-01-2024 02:37,A001,Elephant,Congo Basin,-1.950967414,30.04750198,OK,86,35.98,Yes,Running,03-01-2024 02:37,03-01-2024 04:16,1.65
03-01-2024 02:37,A001,Elephant,Congo Basin,-1.948409333,30.05035464,Distorted,47,39.5,No,Stationary,03-01-2024 02:37,03-01-2024 03:20,0.72
03-01-2024 02:42,A001,Elephant,Congo Basin,-1.951043196,30.04798789,OK,84,35.76,Yes,Running,03-01-2024 02:42,03-01-2024 04:17,1.58
03-01-2024 02:47,A001,Elephant,Congo Basin,-1.950650235,30.04783841,OK,87,35.62,Yes,Running,03-01-2024 02:47,03-01-2024 03:07,0.33
03-01-2024 02:52,A001,Elephant,Congo Basin,-1.950581249,30.04799592,OK,86,35.55,Yes,Running,03-01-2024 02:52,03-01-2024 03:29,0.62
03-01-2024 04:50,A001,Elephant,Daintree,-1.945703,30.049142,OK,87,38.1,Yes,Running,03-01-2024 01:12,03-01-2024 04:50,3.63
03-01-2024 04:55,A001,Elephant,Daintree,-1.945624595,30.04918325,OK,86,38.14,Yes,Running,03-01-2024 04:55,03-01-2024 06:04,1.15
03-01-2024 05:00,A001,Elephant,Daintree,-1.945572315,30.04889257,OK,84,38.05,Yes,Running,03-01-2024 05:00,03-01-2024 06:03,1.05
03-01-2024 05:05,A001,Elephant,Daintree,-1.94541709,30.04928169,OK,86,37.96,Yes,Running,03-01-2024 05:05,03-01-2024 06:56,1.85
03-01-2024 05:10,A001,Elephant,Daintree,-1.945993166,30.04913666,OK,89,37.93,Yes,Running,03-01-2024 05:10,03-01-2024 06:10,1
03-01-2024 05:15,A001,Elephant,Daintree,-1.945952646,30.04904817,OK,85,37.94,Yes,Running,03-01-2024 05:15,03-01-2024 06:43,1.47
03-01-2024 05:20,A001,Elephant,Daintree,-1.945555444,30.04884323,OK,85,37.99,Yes,Running,03-01-2024 05:20,03-01-2024 06:41,1.35
03-01-2024 05:25,A001,Elephant,Daintree,-1.945476857,30.04928365,OK,84,38.24,Yes,Running,03-01-2024 05:25,03-01-2024 07:21,1.93
03-01-2024 05:30,A001,Elephant,Daintree,-1.945540847,30.04926995,OK,87,38.21,Yes,Running,03-01-2024 05:30,03-01-2024 05:59,0.48
03-01-2024 05:35,A001,Elephant,Daintree,-1.945900136,30.04885309,OK,90,38.09,Yes,Running,03-01-2024 05:35,03-01-2024 07:05,1.5
03-01-2024 05:40,A001,Elephant,Daintree,-1.945776316,30.0488829,OK,89,37.88,Yes,Running,03-01-2024 05:40,03-01-2024 07:07,1.45
03-01-2024 05:45,A001,Elephant,Daintree,-1.945554467,30.04905458,OK,85,37.89,Yes,Running,03-01-2024 05:45,03-01-2024 07:28,1.72
03-01-2024 05:50,A001,Elephant,Daintree,-1.945869061,30.04902239,OK,89,38.29,Yes,Running,03-01-2024 05:50,03-01-2024 07:07,1.28
03-01-2024 05:55,A001,Elephant,Daintree,-1.945936243,30.04902992,OK,86,38,Yes,Running,03-01-2024 05:55,03-01-2024 07:47,1.87
03-01-2024 06:00,A001,Elephant,Daintree,-1.945878514,30.04901746,OK,85,38.03,Yes,Running,03-01-2024 06:00,03-01-2024 07:24,1.4
03-01-2024 06:05,A001,Elephant,Daintree,-1.945517562,30.04920332,OK,90,38.26,Yes,Running,03-01-2024 06:05,03-01-2024 07:27,1.37
03-01-2024 06:10,A001,Elephant,Daintree,-1.945489756,30.04923976,OK,84,37.94,Yes,Running,03-01-2024 06:10,03-01-2024 07:29,1.32
03-01-2024 06:15,A001,Elephant,Daintree,-1.945716061,30.04915733,OK,84,38.06,Yes,Running,03-01-2024 06:15,03-01-2024 06:59,0.73
03-01-2024 06:20,A001,Elephant,Daintree,-1.945591091,30.04933473,OK,88,37.89,Yes,Running,03-01-2024 06:20,03-01-2024 07:02,0.7
03-01-2024 06:25,A001,Elephant,Daintree,-1.945540715,30.04889592,OK,87,38.05,Yes,Running,03-01-2024 06:25,03-01-2024 08:03,1.63
03-01-2024 06:30,A001,Elephant,Daintree,-1.945735368,30.04944151,OK,90,38.01,Yes,Running,03-01-2024 06:30,03-01-2024 08:21,1.85
03-01-2024 09:26,A001,Elephant,Sundarbans,-1.94338,30.057511,Distorted,116,35.7,No,Stationary,03-01-2024 09:26,03-01-2024 09:26,0
03-01-2024 09:31,A001,Elephant,Sundarbans,-1.943660179,30.05732628,Distorted,113,35.6,No,Stationary,03-01-2024 09:31,03-01-2024 10:50,1.32
03-01-2024 09:36,A001,Elephant,Sundarbans,-1.943668324,30.05734125,Distorted,119,35.46,No,Stationary,03-01-2024 09:36,03-01-2024 09:56,0.33
03-01-2024 09:41,A001,Elephant,Sundarbans,-1.943574709,30.05722378,Distorted,117,35.84,No,Stationary,03-01-2024 09:41,03-01-2024 10:52,1.18
03-01-2024 09:46,A001,Elephant,Sundarbans,-1.94336978,30.05736021,Distorted,119,35.84,No,Stationary,03-01-2024 09:46,03-01-2024 10:38,0.87
03-01-2024 09:51,A001,Elephant,Sundarbans,-1.943446888,30.0577069,Distorted,116,35.5,No,Stationary,03-01-2024 09:51,03-01-2024 11:21,1.5
03-01-2024 09:56,A001,Elephant,Sundarbans,-1.943259573,30.05732349,Distorted,118,35.6,No,Stationary,03-01-2024 09:56,03-01-2024 10:30,0.57
03-01-2024 10:01,A001,Elephant,Sundarbans,-1.943159498,30.05779673,Distorted,119,35.76,No,Stationary,03-01-2024 10:01,03-01-2024 11:18,1.28
03-01-2024 10:06,A001,Elephant,Sundarbans,-1.943400472,30.05776967,Distorted,113,35.51,No,Stationary,03-01-2024 10:06,03-01-2024 11:03,0.95
03-01-2024 10:11,A001,Elephant,Sundarbans,-1.943188252,30.05727762,Distorted,116,35.61,No,Stationary,03-01-2024 10:11,03-01-2024 11:39,1.47
03-01-2024 10:16,A001,Elephant,Sundarbans,-1.943083367,30.05725753,Distorted,119,35.71,No,Stationary,03-01-2024 10:16,03-01-2024 11:23,1.12
03-01-2024 10:21,A001,Elephant,Sundarbans,-1.943475372,30.05769466,Distorted,119,35.79,No,Stationary,03-01-2024 10:21,03-01-2024 10:49,0.47
03-01-2024 10:26,A001,Elephant,Sundarbans,-1.943441981,30.05755391,Distorted,115,35.63,No,Stationary,03-01-2024 10:26,03-01-2024 10:49,0.38
03-01-2024 10:31,A001,Elephant,Sundarbans,-1.943085444,30.05726491,Distorted,118,35.66,No,Stationary,03-01-2024 10:31,03-01-2024 10:51,0.33
03-01-2024 10:36,A001,Elephant,Sundarbans,-1.94308987,30.05747124,Distorted,119,35.58,No,Stationary,03-01-2024 10:36,03-01-2024 11:21,0.75
03-01-2024 10:41,A001,Elephant,Sundarbans,-1.943533249,30.05735721,Distorted,117,35.87,No,Stationary,03-01-2024 10:41,03-01-2024 10:50,0.15
03-01-2024 10:46,A001,Elephant,Sundarbans,-1.943561197,30.05758004,Distorted,119,35.79,No,Stationary,03-01-2024 10:46,03-01-2024 11:42,0.93
03-01-2024 10:51,A001,Elephant,Sundarbans,-1.943482021,30.05727486,Distorted,119,35.85,No,Stationary,03-01-2024 10:51,03-01-2024 12:47,1.93
03-01-2024 10:56,A001,Elephant,Sundarbans,-1.943452119,30.05723076,Distorted,118,35.67,No,Stationary,03-01-2024 10:56,03-01-2024 11:48,0.87
03-01-2024 11:01,A001,Elephant,Sundarbans,-1.943388895,30.0575127,Distorted,114,35.81,No,Stationary,03-01-2024 11:01,03-01-2024 11:10,0.15
03-01-2024 11:06,A001,Elephant,Sundarbans,-1.943472629,30.0573198,Distorted,117,35.84,No,Stationary,03-01-2024 11:06,03-01-2024 11:57,0.85
03-01-2024 11:27,A001,Elephant,Congo Basin,-1.94124,30.052223,OK,119,37.6,No,Stationary,03-01-2024 09:26,03-01-2024 11:27,2.02
